Term,Total,slope,pvalue,weeks_present,first_seen,last_seen,score_up,score_down
home,27,1.9285714285714284,0.36321746764912255,1,2025-10-13,2025-10-13,0.3644657418303262,-0.3644657418303262
halloween,18,1.9285714285714284,0.14381080871160384,1,2025-10-20,2025-10-20,0.4424446296075119,-0.4424446296075119
shortvideo,18,1.9285714285714284,0.14381080871160384,1,2025-10-20,2025-10-20,0.4424446296075119,-0.4424446296075119
makeup trend,45,1.8928571428571423,0.2655447535731154,5,2025-09-15,2025-10-20,0.27908655986462666,-0.27908655986462666
shorts,18,1.857142857142857,0.09807880188707765,2,2025-10-13,2025-10-20,0.4260577914739003,-0.4260577914739003
make,22,1.8214285714285714,0.09727150155521604,2,2025-10-13,2025-10-20,0.37979411131824337,-0.37979411131824337
don,25,1.8214285714285712,0.32759731869876785,2,2025-10-13,2025-10-20,0.3572115318588352,-0.3572115318588352
card,24,1.7500000000000002,0.3260954593626335,2,2025-10-13,2025-10-20,0.35000000000000003,-0.35000000000000003
need,24,1.6428571428571428,0.030295541470698933,3,2025-09-29,2025-10-20,0.32857142857142857,-0.32857142857142857
week,43,1.6428571428571428,0.4552520649359571,4,2025-09-15,2025-10-20,0.24767003304602012,-0.24767003304602012
div figure,20,1.607142857142857,0.14381080871160384,2,2025-10-13,2025-10-20,0.35070732359355916,-0.35070732359355916
figure div,20,1.607142857142857,0.14381080871160384,2,2025-10-13,2025-10-20,0.35070732359355916,-0.35070732359355916
src figure div,20,1.607142857142857,0.14381080871160384,2,2025-10-13,2025-10-20,0.35070732359355916,-0.35070732359355916
div figure img,20,1.607142857142857,0.14381080871160384,2,2025-10-13,2025-10-20,0.35070732359355916,-0.35070732359355916
looks,27,1.5714285714285714,0.06726320808553346,6,2025-09-08,2025-10-20,0.29697208593582136,-0.29697208593582136
best,18,1.5714285714285714,0.044460791581261525,2,2025-10-13,2025-10-20,0.36051043893945417,-0.36051043893945417
girl,19,1.5357142857142854,0.07134126753614181,4,2025-09-22,2025-10-20,0.3433961536874676,-0.3433961536874676
beautytrends,14,1.5,0.14381080871160368,1,2025-10-20,2025-10-20,0.3872983346207417,-0.3872983346207417
want,19,1.464285714285714,0.2207131636036318,2,2025-10-13,2025-10-20,0.32742423956246913,-0.32742423956246913
viral,13,1.3928571428571428,0.14381080871160384,1,2025-10-20,2025-10-20,0.3722567298065911,-0.3722567298065911
trending trend,13,1.3928571428571428,0.14381080871160384,1,2025-10-20,2025-10-20,0.3722567298065911,-0.3722567298065911
daily,18,1.357142857142857,0.26292107119579833,2,2025-10-13,2025-10-20,0.3113499245386195,-0.3113499245386195
ready,14,1.2857142857142856,0.030099247897462548,2,2025-10-13,2025-10-20,0.33197000110349284,-0.33197000110349284
care,14,1.2142857142857142,0.01335488488684099,3,2025-10-06,2025-10-20,0.3135272232644099,-0.3135272232644099
energy,15,1.2142857142857142,0.13141938544740642,2,2025-10-13,2025-10-20,0.30357142857142855,-0.30357142857142855
favorite,14,1.1785714285714286,0.07617140737170747,2,2025-10-13,2025-10-20,0.30430583434486846,-0.30430583434486846
world,12,1.1428571428571428,0.03674259800515242,2,2025-10-13,2025-10-20,0.31697154070013095,-0.31697154070013095
long,15,1.1428571428571428,0.24274730230816338,2,2025-10-13,2025-10-20,0.2857142857142857,-0.2857142857142857
