Term,Total,slope,pvalue,weeks_present,first_seen,last_seen,score_up,score_down
genius tiny,11,1.1785714285714286,0.14381080871160384,1,2025-11-24,2025-11-24,0.34022426577245807,-0.34022426577245807
title style,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
thumbnail post image,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
attachment post,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
attachment,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
title style text,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
attachment post thumbnail,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
width class,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
width class rws,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
thumbnail size post,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
thumbnail size,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
align center,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
width,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
alt class attachment,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
alt class,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
rws title style,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
office,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
class rws img,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
class rws excerpt,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
class attachment post,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
style text,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
style text align,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
building,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
thumbnail post,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
text align center,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
text align,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
text,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
height src width,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
excerpt,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
rws img alt,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
class attachment,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
align,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
alt,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
height src,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
height,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
img alt,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
image height src,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
img alt class,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
image,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
image height,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
img,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
rws img,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
post image,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
size post,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
size,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
rws title,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
rws excerpt,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
src width,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
src width class,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
class rws title,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
src,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
size post thumbnail,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
post thumbnail size,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
div class rws,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
div class,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
post thumbnail post,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
post image height,10,1.0714285714285714,0.14381080871160368,1,2025-11-24,2025-11-24,0.323047869190461,-0.323047869190461
small apartment,13,1.0357142857142856,0.0924449325915953,3,2025-10-27,2025-11-24,0.2768062862664395,-0.2768062862664395
style,32,1.0,0.2849678012933523,6,2025-10-13,2025-11-24,0.17407765595569785,-0.17407765595569785
apartment decor ideas,9,0.9642857142857142,0.14381080871160384,1,2025-11-24,2025-11-24,0.30493391723052227,-0.30493391723052227
designed,9,0.9642857142857142,0.14381080871160384,1,2025-11-24,2025-11-24,0.30493391723052227,-0.30493391723052227
stunning,9,0.9642857142857142,0.14381080871160384,1,2025-11-24,2025-11-24,0.30493391723052227,-0.30493391723052227
architecture,9,0.9642857142857142,0.14381080871160384,1,2025-11-24,2025-11-24,0.30493391723052227,-0.30493391723052227
holiday,33,0.9642857142857141,0.23480791444461924,6,2025-10-20,2025-11-24,0.16537363567313348,-0.16537363567313348
interior design trends,30,0.9285714285714286,0.2380894214414447,5,2025-10-27,2025-11-24,0.1667763518820053,-0.1667763518820053
make,16,0.9285714285714285,0.08937248718195083,3,2025-11-03,2025-11-24,0.22521165181945202,-0.22521165181945202
feel,12,0.9285714285714285,0.022186166432458177,3,2025-11-03,2025-11-24,0.25753937681885636,-0.25753937681885636
design trend,20,0.9285714285714284,0.06931139069831693,5,2025-10-27,2025-11-24,0.2026308980762786,-0.2026308980762786
homes,31,0.8928571428571428,0.17766299471452188,6,2025-10-13,2025-11-24,0.15783633508628292,-0.15783633508628292
tiny apartment decor,8,0.8571428571428571,0.14381080871160384,1,2025-11-24,2025-11-24,0.2857142857142857,-0.2857142857142857
dream,8,0.8571428571428571,0.14381080871160384,1,2025-11-24,2025-11-24,0.2857142857142857,-0.2857142857142857
hanging,8,0.8571428571428571,0.14381080871160384,1,2025-11-24,2025-11-24,0.2857142857142857,-0.2857142857142857
magazine,14,0.8571428571428571,0.030099247897462603,4,2025-10-27,2025-11-24,0.22131333406899523,-0.22131333406899523
stylish,8,0.8571428571428571,0.14381080871160384,1,2025-11-24,2025-11-24,0.2857142857142857,-0.2857142857142857
like,8,0.8571428571428571,0.14381080871160384,1,2025-11-24,2025-11-24,0.2857142857142857,-0.2857142857142857
light,8,0.8571428571428571,0.14381080871160384,1,2025-11-24,2025-11-24,0.2857142857142857,-0.2857142857142857
transforming,9,0.8214285714285714,0.030295541470698933,2,2025-11-17,2025-11-24,0.2597585220852597,-0.2597585220852597
studio,9,0.8214285714285714,0.09596263303748376,2,2025-11-10,2025-11-24,0.2597585220852597,-0.2597585220852597
say,40,0.7857142857142858,0.27713647957865606,7,2025-10-13,2025-11-24,0.12270795576961907,-0.12270795576961907
designers say,32,0.7857142857142857,0.04613986311093248,7,2025-10-13,2025-11-24,0.1367753011080483,-0.1367753011080483
transformation,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
city,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
sofa,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
makeover,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
perfect,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
shortvideo,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
public,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
idea,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
inspiring,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
dream home,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
easy,7,0.75,0.14381080871160368,1,2025-11-24,2025-11-24,0.2651650429449553,-0.2651650429449553
decorating,18,0.7142857142857142,0.026826773158517628,6,2025-10-20,2025-11-24,0.1638683813361155,-0.1638683813361155
outdated,10,0.7142857142857142,0.36321746764912255,1,2025-11-17,2025-11-17,0.215365246126974,-0.215365246126974
community,7,0.6785714285714285,0.04485524270447415,2,2025-11-17,2025-11-24,0.23991122933115,-0.23991122933115
discover,7,0.6785714285714285,0.04485524270447415,2,2025-11-17,2025-11-24,0.23991122933115,-0.23991122933115
designs,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
feels,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
black,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
experience,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
trending,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
stay,10,0.6428571428571428,0.19700189094421164,2,2025-11-03,2025-11-24,0.1938287215142766,-0.1938287215142766
inspiring home,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
cozy,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
creative,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
project,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
plan,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
work,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
decoration ideas,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
elegance,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
target,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
small spaces,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
wall hanging,6,0.6428571428571428,0.14381080871160384,1,2025-11-24,2025-11-24,0.24297716122021748,-0.24297716122021748
set,13,0.607142857142857,0.27602395622448594,3,2025-10-20,2025-11-24,0.16226575401825763,-0.16226575401825763
simple,22,0.5714285714285715,0.26987539356077755,5,2025-10-27,2025-11-24,0.11915109374689989,-0.11915109374689989
clever,6,0.5714285714285714,0.03674259800515242,2,2025-11-17,2025-11-24,0.21597969886241553,-0.21597969886241553
houston,6,0.5714285714285714,0.03674259800515242,2,2025-11-17,2025-11-24,0.21597969886241553,-0.21597969886241553
tips,8,0.5714285714285714,0.20649607521249372,2,2025-10-27,2025-11-24,0.19047619047619047,-0.19047619047619047
bring,6,0.5714285714285714,0.03674259800515242,2,2025-11-17,2025-11-24,0.21597969886241553,-0.21597969886241553
dated,8,0.5714285714285714,0.12746400815811626,2,2025-11-10,2025-11-24,0.19047619047619047,-0.19047619047619047
bathroom,6,0.5714285714285714,0.03674259800515242,2,2025-11-17,2025-11-24,0.21597969886241553,-0.21597969886241553
trends home decor,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
homedesign,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
interior design ideas,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
door,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
cultural,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
urban,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
homedecor diy,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
trends home,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
transform small,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
technology,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
ytshorts,5,0.5357142857142857,0.14381080871160368,1,2025-11-24,2025-11-24,0.21870444131992664,-0.21870444131992664
good,36,0.5,0.5163489288894885,5,2025-10-13,2025-11-24,0.08219949365267865,-0.08219949365267865
year,20,0.5,0.27992760501895536,5,2025-10-13,2025-11-24,0.1091089451179962,-0.1091089451179962
trends set,12,0.5,0.31767590116442995,3,2025-10-20,2025-11-24,0.1386750490563073,-0.1386750490563073
day,6,0.5,0.08855680204602329,2,2025-11-17,2025-11-24,0.1889822365046136,-0.1889822365046136
designer,6,0.5,0.08855680204602329,2,2025-11-17,2025-11-24,0.1889822365046136,-0.1889822365046136
livingetc,6,0.5,0.08855680204602329,2,2025-11-17,2025-11-24,0.1889822365046136,-0.1889822365046136
lauren christmas,10,0.4999999999999999,0.269544649678254,3,2025-11-03,2025-11-17,0.1507556722888818,-0.1507556722888818
ralph lauren christmas,10,0.4999999999999999,0.269544649678254,3,2025-11-03,2025-11-17,0.1507556722888818,-0.1507556722888818
lauren,10,0.4999999999999999,0.269544649678254,3,2025-11-03,2025-11-17,0.1507556722888818,-0.1507556722888818
popular,6,0.4999999999999999,0.08855680204602347,2,2025-11-10,2025-11-24,0.18898223650461357,-0.18898223650461357
renovation,6,0.4999999999999999,0.08855680204602347,2,2025-11-10,2025-11-24,0.18898223650461357,-0.18898223650461357
ralph lauren,10,0.4999999999999999,0.269544649678254,3,2025-11-03,2025-11-17,0.1507556722888818,-0.1507556722888818
ralph,10,0.4999999999999999,0.269544649678254,3,2025-11-03,2025-11-17,0.1507556722888818,-0.1507556722888818
home according,6,0.4999999999999999,0.08855680204602347,2,2025-11-10,2025-11-24,0.18898223650461357,-0.18898223650461357
home according designers,6,0.4999999999999999,0.08855680204602347,2,2025-11-10,2025-11-24,0.18898223650461357,-0.18898223650461357
holiday decorating,10,0.4999999999999999,0.269544649678254,3,2025-11-03,2025-11-17,0.1507556722888818,-0.1507556722888818
layout,5,0.46428571428571425,0.030714729184636674,2,2025-11-17,2025-11-24,0.1895438491439364,-0.1895438491439364
best,5,0.46428571428571425,0.030714729184636674,2,2025-11-17,2025-11-24,0.1895438491439364,-0.1895438491439364
cabinet,5,0.46428571428571425,0.030714729184636674,2,2025-11-17,2025-11-24,0.1895438491439364,-0.1895438491439364
choices,6,0.4285714285714286,0.36321746764912255,1,2025-11-17,2025-11-17,0.16198477414681167,-0.16198477414681167
small home,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
bigger,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
bedroom,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
brings,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
functional,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
youtubeshorts,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
inspired,8,0.42857142857142855,0.2821798590300505,2,2025-11-03,2025-11-24,0.14285714285714285,-0.14285714285714285
area,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
handmade,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
minimalist,6,0.42857142857142855,0.16467025554974077,2,2025-11-03,2025-11-24,0.16198477414681164,-0.16198477414681164
modular,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
try,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
maximize,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
small room,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
ideas home,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
latest,6,0.42857142857142855,0.16467025554974077,2,2025-11-03,2025-11-24,0.16198477414681164,-0.16198477414681164
instantly,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
warm,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
trends stay,8,0.42857142857142855,0.2821798590300505,2,2025-11-03,2025-11-24,0.14285714285714285,-0.14285714285714285
creating,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
design trends stay,8,0.42857142857142855,0.2821798590300505,2,2025-11-03,2025-11-24,0.14285714285714285,-0.14285714285714285
smart,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
living space,4,0.42857142857142855,0.14381080871160384,1,2025-11-24,2025-11-24,0.19166296949998196,-0.19166296949998196
small space,10,0.4285714285714285,0.14381080871160384,4,2025-10-20,2025-11-24,0.1292191476761844,-0.1292191476761844
lifestyle,6,0.4285714285714285,0.011724811003954652,3,2025-11-10,2025-11-24,0.16198477414681164,-0.16198477414681164
officially,10,0.4285714285714285,0.3532317466767764,3,2025-10-27,2025-11-17,0.1292191476761844,-0.1292191476761844
architectural,11,0.3928571428571429,0.3806539976939171,3,2025-10-20,2025-11-24,0.11340808859081937,-0.11340808859081937
decor design trends,5,0.39285714285714285,0.09480847741836983,2,2025-11-10,2025-11-24,0.1603832569679462,-0.1603832569679462
unique,5,0.39285714285714285,0.18411337779868975,2,2025-11-17,2025-11-24,0.1603832569679462,-0.1603832569679462
