Term,Total,slope,pvalue,weeks_present,first_seen,last_seen,score_up,score_down
brings best,7,0.5714285714285714,0.11802214683397917,2,2026-02-16,2026-02-23,0.20203050891044214,-0.20203050891044214
burberry,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
bold,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
outfit men,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
princess,7,0.5357142857142857,0.23416146533120621,2,2026-02-16,2026-02-23,0.1894036021035395,-0.1894036021035395
runways,18,0.5357142857142857,0.41828058829827275,5,2026-01-12,2026-02-23,0.12290128600208665,-0.12290128600208665
recreate,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
luxury,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
military,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
shorts fashion,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
high,7,0.5357142857142857,0.006267499099451485,3,2026-02-09,2026-02-23,0.1894036021035395,-0.1894036021035395
heels,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
youtubeshorts,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
create,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
viral,9,0.5357142857142857,0.3226778714155163,2,2026-01-12,2026-02-23,0.1694077317947346,-0.1694077317947346
fashion inspiration,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
congresswomen,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
style trends,9,0.5357142857142857,0.3226778714155163,2,2026-01-12,2026-02-23,0.1694077317947346,-0.1694077317947346
hoodie,7,0.5357142857142857,0.006267499099451485,3,2026-02-09,2026-02-23,0.1894036021035395,-0.1894036021035395
spring fashion trends,7,0.5357142857142857,0.1506046053284108,2,2026-02-02,2026-02-23,0.1894036021035395,-0.1894036021035395
fashiontrends fashionstyle,5,0.5357142857142857,0.14381080871160382,1,2026-02-23,2026-02-23,0.21870444131992664,-0.21870444131992664
baftas,6,0.5,0.0885568020460234,2,2026-02-16,2026-02-23,0.1889822365046136,-0.1889822365046136
black,5,0.5,0.06693300214386128,2,2026-02-16,2026-02-23,0.20412414523193154,-0.20412414523193154
glamour,6,0.5,0.0885568020460234,2,2026-02-16,2026-02-23,0.1889822365046136,-0.1889822365046136
takes,5,0.5,0.06693300214386128,2,2026-02-16,2026-02-23,0.20412414523193154,-0.20412414523193154
dress,5,0.5,0.06693300214386128,2,2026-02-16,2026-02-23,0.20412414523193154,-0.20412414523193154
fall winter,16,0.5,0.4154204646574002,4,2026-01-12,2026-02-23,0.12126781251816648,-0.12126781251816648
american,5,0.5,0.06693300214386128,2,2026-02-16,2026-02-23,0.20412414523193154,-0.20412414523193154
shows,6,0.5,0.0885568020460234,2,2026-02-16,2026-02-23,0.1889822365046136,-0.1889822365046136
winning,5,0.5,0.06693300214386128,2,2026-02-16,2026-02-23,0.20412414523193154,-0.20412414523193154
love,10,0.4999999999999999,0.3345575575269586,2,2026-01-26,2026-02-23,0.1507556722888818,-0.1507556722888818
winter runway,6,0.4999999999999999,0.08855680204602355,2,2026-02-09,2026-02-23,0.18898223650461357,-0.18898223650461357
report,6,0.4999999999999999,0.08855680204602355,2,2026-02-09,2026-02-23,0.18898223650461357,-0.18898223650461357
french,6,0.4999999999999999,0.08855680204602355,2,2026-02-09,2026-02-23,0.18898223650461357,-0.18898223650461357
fall winter runway,6,0.4999999999999999,0.08855680204602355,2,2026-02-09,2026-02-23,0.18898223650461357,-0.18898223650461357
day,6,0.4642857142857143,0.21294437647760256,2,2026-02-16,2026-02-23,0.17548350532571264,-0.17548350532571264
wrap,5,0.46428571428571425,0.09931616811350437,2,2026-02-09,2026-02-23,0.1895438491439364,-0.1895438491439364
brands,5,0.46428571428571425,0.030714729184636688,2,2026-02-16,2026-02-23,0.1895438491439364,-0.1895438491439364
wore,5,0.46428571428571425,0.09931616811350437,2,2026-02-09,2026-02-23,0.1895438491439364,-0.1895438491439364
taylor swift,5,0.46428571428571425,0.09931616811350437,2,2026-02-09,2026-02-23,0.1895438491439364,-0.1895438491439364
check,5,0.46428571428571425,0.09931616811350437,2,2026-02-09,2026-02-23,0.1895438491439364,-0.1895438491439364
swift,5,0.46428571428571425,0.09931616811350437,2,2026-02-09,2026-02-23,0.1895438491439364,-0.1895438491439364
people,8,0.4285714285714286,0.36321746764912277,2,2026-01-12,2026-02-23,0.14285714285714288,-0.14285714285714288
know,8,0.4285714285714286,0.36321746764912277,2,2026-01-12,2026-02-23,0.14285714285714288,-0.14285714285714288
right,6,0.42857142857142855,0.164670255549741,2,2026-02-02,2026-02-23,0.16198477414681164,-0.16198477414681164
year,6,0.42857142857142855,0.12746400815811626,3,2026-02-09,2026-02-23,0.16198477414681164,-0.16198477414681164
dresses,4,0.42857142857142855,0.14381080871160395,1,2026-02-23,2026-02-23,0.19166296949998196,-0.19166296949998196
suit,4,0.42857142857142855,0.14381080871160395,1,2026-02-23,2026-02-23,0.19166296949998196,-0.19166296949998196
fashion fashiontrends,4,0.42857142857142855,0.14381080871160395,1,2026-02-23,2026-02-23,0.19166296949998196,-0.19166296949998196
fashiontrends mensfashion,4,0.42857142857142855,0.14381080871160395,1,2026-02-23,2026-02-23,0.19166296949998196,-0.19166296949998196
fyp,4,0.42857142857142855,0.14381080871160395,1,2026-02-23,2026-02-23,0.19166296949998196,-0.19166296949998196
fashionista,5,0.42857142857142855,0.05797277355753995,2,2026-02-16,2026-02-23,0.1749635530559413,-0.1749635530559413
links,5,0.42857142857142855,0.020237878873165395,3,2026-02-09,2026-02-23,0.1749635530559413,-0.1749635530559413
ootdguide,4,0.42857142857142855,0.14381080871160395,1,2026-02-23,2026-02-23,0.19166296949998196,-0.19166296949998196
biggest,6,0.39285714285714285,0.08084658029189132,3,2026-02-02,2026-02-23,0.14848604296791068,-0.14848604296791068
tiktok,5,0.39285714285714285,0.006906733506776491,3,2026-02-09,2026-02-23,0.1603832569679462,-0.1603832569679462
clothes,4,0.39285714285714285,0.05294332245986581,2,2026-02-16,2026-02-23,0.17569105537498347,-0.17569105537498347
turned,4,0.39285714285714285,0.05294332245986581,2,2026-02-16,2026-02-23,0.17569105537498347,-0.17569105537498347
just,7,0.39285714285714285,0.10857989515216844,3,2026-01-26,2026-02-23,0.13889597487592897,-0.13889597487592897
kids,4,0.39285714285714285,0.05294332245986581,2,2026-02-16,2026-02-23,0.17569105537498347,-0.17569105537498347
skirts,5,0.39285714285714285,0.09480847741836994,2,2026-02-09,2026-02-23,0.1603832569679462,-0.1603832569679462
streetwear fashion,5,0.39285714285714285,0.1841133777986899,2,2026-02-16,2026-02-23,0.1603832569679462,-0.1603832569679462
wedding,4,0.39285714285714285,0.05294332245986581,2,2026-02-16,2026-02-23,0.17569105537498347,-0.17569105537498347
trends elle,6,0.3571428571428571,0.2639799333653897,2,2026-01-26,2026-02-23,0.1349873117890097,-0.1349873117890097
wales,4,0.3571428571428571,0.03431659920639645,2,2026-02-16,2026-02-23,0.15971914124998496,-0.15971914124998496
need,4,0.3571428571428571,0.03431659920639645,2,2026-02-16,2026-02-23,0.15971914124998496,-0.15971914124998496
february,6,0.3571428571428571,0.06710577143519894,3,2026-02-02,2026-02-23,0.1349873117890097,-0.1349873117890097
cool,8,0.3571428571428571,0.26397993336538994,3,2026-01-12,2026-02-23,0.11904761904761903,-0.11904761904761903
told,6,0.3571428571428571,0.2639799333653897,2,2026-01-26,2026-02-23,0.1349873117890097,-0.1349873117890097
ootd,3,0.3214285714285714,0.14381080871160395,1,2026-02-23,2026-02-23,0.1607142857142857,-0.1607142857142857
marie claire thanks,3,0.3214285714285714,0.14381080871160395,1,2026-02-23,2026-02-23,0.1607142857142857,-0.1607142857142857
fashion streetwear inspo,4,0.3214285714285714,0.14381080871160395,2,2026-02-16,2026-02-23,0.14374722712498647,-0.14374722712498647
fashion casual,3,0.3214285714285714,0.14381080871160395,1,2026-02-23,2026-02-23,0.1607142857142857,-0.1607142857142857
claire thanks,3,0.3214285714285714,0.14381080871160395,1,2026-02-23,2026-02-23,0.1607142857142857,-0.1607142857142857
fashion streetwear,4,0.3214285714285714,0.14381080871160395,2,2026-02-16,2026-02-23,0.14374722712498647,-0.14374722712498647
edition,4,0.3214285714285714,0.008520112703736768,3,2026-02-09,2026-02-23,0.14374722712498647,-0.14374722712498647
spring wear,6,0.2857142857142857,0.38414219638485414,2,2026-01-19,2026-02-23,0.10798984943120776,-0.10798984943120776
